Plant #,Treatment,Germinant #,Germination Day,Height (on germination day) ,Root Length (mm),Root Weight (g),Total Weight (g),AGB Weight (g),notes,extra notes,,,,,,,,,,,,,,,,
49,FL_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
49,FL_NC,9A,29,3,54.43,0.0004,0.0028,0.0024,,,,,,,,,,,,,,,,,,
49,FL_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
49,FL_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
49,FL_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
50,NC_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
50,NC_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
50,NC_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
50,NC_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
50,NC_FL,3A,20,3,85.56,0.0027,0.008,0.0053,,,,,,,,,,,,,,,,,,
50,NC_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
50,NC_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
50,NC_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
50,NC_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
50,NC_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
50,NC_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
50,NC_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
50,NC_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
50,NC_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
50,NC_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
50,NC_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
50,NC_FL,9A,19,21,,0.0008,0.0048,0.004,,,,,,,,,,,,,,,,,,
50,NC_FL,9B,22,8,59.58,0.0006,0.0059,0.0053,,,,,,,,,,,,,,,,,,
50,NC_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
50,NC_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
51,CON_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
51,CON_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
51,CON_NC,2A,27,6,69.2,0.0004,0.0037,0.0033,,,,,,,,,,,,,,,,,,
51,CON_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
51,CON_NC,3A,12,4,,0.0002,0.0043,0.0041,,,,,,,,,,,,,,,,,,
51,CON_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
51,CON_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
51,CON_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
51,CON_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
51,CON_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
51,CON_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
51,CON_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
51,CON_NC,7A,19,20,69.41,0.0009,0.006,0.0051,,,,,,,,,,,,,,,,,,
51,CON_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
51,CON_NC,8A,12,10,76.85,0.0006,0.0081,0.0075,,,,,,,,,,,,,,,,,,
51,CON_NC,8B,13,6,71.66,0.0015,0.0073,0.0058,,,,,,,,,,,,,,,,,,
51,CON_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
51,CON_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
51,CON_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
51,CON_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
52,CON_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
53,CON_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
53,CON_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
53,CON_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
53,CON_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
53,CON_NC,3A,20,3,98.73,0.0012,0.005,0.0038,,,,,,,,,,,,,,,,,,
53,CON_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
53,CON_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
53,CON_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
53,CON_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
53,CON_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
53,CON_NC,6A,27,4,56.79,1E-04,0.0045,0.0044,,,,,,,,,,,,,,,,,,
53,CON_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
53,CON_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
53,CON_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
53,CON_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
53,CON_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
53,CON_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
53,CON_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
53,CON_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
53,CON_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
54,NC_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
54,NC_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
54,NC_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
54,NC_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
54,NC_NC,3A,13,3,121.53,0.001,0.0051,0.0041,,,,,,,,,,,,,,,,,,
54,NC_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
54,NC_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
54,NC_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
54,NC_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
54,NC_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
54,NC_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
54,NC_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
54,NC_NC,7A,36,6,17.32,0,0.0021,0.0021,no roots found,,,,,,,,,,,,,,,,,
54,NC_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
54,NC_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
54,NC_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
54,NC_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
54,NC_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
54,NC_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
54,NC_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
55,CON_FL,1A,22,4,100.29,0.0008,0.005,0.0042,,,,,,,,,,,,,,,,,,
55,CON_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
55,CON_FL,2A,33,1,,,,,germ not found,,,,,,,,,,,,,,,,,
55,CON_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
55,CON_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
55,CON_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
55,CON_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
55,CON_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
55,CON_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
55,CON_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
55,CON_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
55,CON_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
55,CON_FL,7A,12,5,15.55,0,0.0024,0.0024,no roots,,,,,,,,,,,,,,,,,
55,CON_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
55,CON_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
55,CON_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
55,CON_FL,9A,12,5,148.32,0.0014,0.0078,0.0064,,,,,,,,,,,,,,,,,,
55,CON_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
55,CON_FL,10A,19,5,,,,,germ not found,,,,,,,,,,,,,,,,,
55,CON_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
56,CON_FL,1A,19,24,53.88,0.0003,0.0037,0.0034,,,,,,,,,,,,,,,,,,
56,CON_FL,1B,,,,0.0004,0.0033,0.0029,,,,,,,,,,,,,,,,,,
56,CON_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
56,CON_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
56,CON_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
56,CON_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
56,CON_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
56,CON_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
56,CON_FL,5A,19,5,35.61,0.0002,0.0025,0.0023,,,,,,,,,,,,,,,,,,
56,CON_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
56,CON_FL,6A,19,12,34.47,0.0008,0.0112,0.0104,,,,,,,,,,,,,,,,,,
56,CON_FL,6B,32,3,61.45,0.0006,0.0044,0.0038,,,,,,,,,,,,,,,,,,
56,CON_FL,7A,12,5,210.4,0.003,0.0124,0.0094,,,,,,,,,,,,,,,,,,
56,CON_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
56,CON_FL,8A,12,3,155.19,0.0023,0.01,0.0077,,,,,,,,,,,,,,,,,,
56,CON_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
56,CON_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
56,CON_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
56,CON_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
56,CON_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,1A,,,168.43,0.0024,0.0112,0.0088,,,,,,,,,,,,,,,,,,
57,CON_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,2A,13,9,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
57,CON_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
58,NC_NC,1A,34,5,36.85,0,0.0022,0.0022,no roots found,,,,,,,,,,,,,,,,,
58,NC_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
58,NC_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
58,NC_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
58,NC_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
58,NC_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
58,NC_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
58,NC_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
58,NC_NC,5A,22,7,23.64,0,0.0018,0.0018,no root,,,,,,,,,,,,,,,,,
58,NC_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
58,NC_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
58,NC_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
58,NC_NC,7A,30,13,68.09,0.0009,0.0033,0.0024,,,,,,,,,,,,,,,,,,
58,NC_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
58,NC_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
58,NC_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
58,NC_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
58,NC_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
58,NC_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
58,NC_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
59,CON_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
59,CON_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
59,CON_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
59,CON_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
59,CON_NC,3A,39,5,5.53,0,0.0022,0.0022,no root,,,,,,,,,,,,,,,,,
59,CON_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
59,CON_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
59,CON_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
59,CON_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
59,CON_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
59,CON_NC,6A,33,10,54.85,0.0005,0.003,0.0025,,,,,,,,,,,,,,,,,,
59,CON_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
59,CON_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
59,CON_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
59,CON_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
59,CON_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
59,CON_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
59,CON_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
59,CON_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
59,CON_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
60,FL_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
61,CON_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
61,CON_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
61,CON_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
61,CON_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
61,CON_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
61,CON_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
61,CON_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
61,CON_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
61,CON_FL,5A,25,5,48.66,0.0002,0.0032,0.003,,,,,,,,,,,,,,,,,,
61,CON_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
61,CON_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
61,CON_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
61,CON_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
61,CON_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
61,CON_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
61,CON_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
61,CON_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
61,CON_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
61,CON_FL,10A,19,29,61.09,0.0014,0.0057,0.0043,,,,,,,,,,,,,,,,,,
61,CON_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
62,CON_NC,10A,22,10,84.74,0.0007,0.0041,0.0034,,,,,,,,,,,,,,,,,,
62,CON_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
63,NC_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
63,NC_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
63,NC_FL,2A,29,6,83.04,0.0007,0.0033,0.0026,,,,,,,,,,,,,,,,,,
63,NC_FL,2B,29,5,50.43,0.0001,0.0027,0.0026,,,,,,,,,,,,,,,,,,
63,NC_FL,3A,27,7,97.6,0.0008,0.0035,0.0027,,,,,,,,,,,,,,,,,,
63,NC_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
63,NC_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
63,NC_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
63,NC_FL,5A,13,5,79.57,0.0006,0.0033,0.0027,,,,,,,,,,,,,,,,,,
63,NC_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
63,NC_FL,6A,19,14,58.17,0.0002,0.0026,0.0024,,,,,,,,,,,,,,,,,,
63,NC_FL,6B,19,6,65.55,0.0008,0.0039,0.0031,,,,,,,,,,,,,,,,,,
63,NC_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
63,NC_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
63,NC_FL,8A,37,8,47.22,0.0006,0.0024,0.0018,,,,,,,,,,,,,,,,,,
63,NC_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
63,NC_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
63,NC_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
63,NC_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
63,NC_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
64,CON_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
64,CON_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
64,CON_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
64,CON_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
64,CON_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
64,CON_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
64,CON_NC,4A,26,2,54.6,0.0006,0.0028,0.0022,,,,,,,,,,,,,,,,,,
64,CON_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
64,CON_NC,5A,37,24,45.15,0.0001,0.0015,0.0014,,,,,,,,,,,,,,,,,,
64,CON_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
64,CON_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
64,CON_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
64,CON_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
64,CON_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
64,CON_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
64,CON_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
64,CON_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
64,CON_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
64,CON_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
64,CON_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
65,FL_FL,1A,22,15,109.44,0.0005,0.0036,0.0031,,,,,,,,,,,,,,,,,,
65,FL_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
65,FL_FL,2A,9.5,12,47.52,0.0007,0.0051,0.0044,,,,,,,,,,,,,,,,,,
65,FL_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
65,FL_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
65,FL_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
65,FL_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
65,FL_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
65,FL_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
65,FL_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
65,FL_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
65,FL_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
65,FL_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
65,FL_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
65,FL_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
65,FL_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
65,FL_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
65,FL_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
65,FL_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
65,FL_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
66,NC_NC,1A,25,4,49.58,0.0005,0.0023,0.0018,,,,,,,,,,,,,,,,,,
66,NC_NC,1B,26,5,11.18,0.0001,0.0015,0.0014,,,,,,,,,,,,,,,,,,
66,NC_NC,2A,29,6,224.54,0.0021,0.0073,0.0052,,,,,,,,,,,,,,,,,,
66,NC_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
66,NC_NC,3A,12,9,50.77,0.0005,0.005,0.0045,,,,,,,,,,,,,,,,,,
66,NC_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
66,NC_NC,4A,13,2,74.22,0.0002,0.0032,0.003,,,,,,,,,,,,,,,,,,
66,NC_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
66,NC_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
66,NC_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
66,NC_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
66,NC_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
66,NC_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
66,NC_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
66,NC_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
66,NC_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
66,NC_NC,9A,37,3,56.26,0.0006,0.003,0.0024,,,,,,,,,,,,,,,,,,
66,NC_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
66,NC_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
66,NC_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
67,FL_NC,1A,13,8,109.2,0.0006,0.0023,0.0017,,,,,,,,,,,,,,,,,,
67,FL_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
67,FL_NC,2A,30,5,45.27,0.0003,0.0018,0.0015,,,,,,,,,,,,,,,,,,
67,FL_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
67,FL_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
