Plant #,Treatment,Germinant #,Germination Day,Height (on germination day) ,Root Length (mm),Root Weight (g),Total Weight (g),AGB Weight (g),notes,extra notes,,,,,,,,,,,,,,,,
85,FL_NC,3A,22,5,22.57,0.0006,0.0022,0.0016,,,,,,,,,,,,,,,,,,
85,FL_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,6A,27,4,91.83,0.0014,0.0032,0.0018,,,,,,,,,,,,,,,,,,
85,FL_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
85,FL_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
86,NC_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,3A,22,12,82.54,0.0009,0.0039,0.003,,,,,,,,,,,,,,,,,,
87,CON_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,7A,13,8,126.41,0.0013,0.0037,0.0024,,,,,,,,,,,,,,,,,,
87,CON_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,8A,26,8,69.42,0.0006,0.0035,0.0029,,,,,,,,,,,,,,,,,,
87,CON_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
87,CON_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,1A,19,4,121.4,0.001,0.0046,0.0036,,,,,,,,,,,,,,,,,,
88,FL_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,2A,19,1,94.26,0.0008,0.005,0.0042,,,,,,,,,,,,,,,,,,
88,FL_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,3A,32,5,52.12,0.0005,0.0021,0.0016,,,,,,,,,,,,,,,,,,
88,FL_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,5A,20,1,148.97,0.001,0.0039,0.0029,,,,,,,,,,,,,,,,,,
88,FL_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,6A,20,1,99.2,0.0008,0.0034,0.0026,,,,,,,,,,,,,,,,,,
88,FL_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,8A,20,2,95.69,0.001,0.0043,0.0033,,,,,,,,,,,,,,,,,,
88,FL_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
88,FL_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,4A,20,6,111.95,0.0014,0.0059,0.0045,,,,,,,,,,,,,,,,,,
89,NC_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,9A,13,11,129.39,0.0013,0.0063,0.005,,,,,,,,,,,,,,,,,,
89,NC_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
89,NC_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,5A,22,5,140.68,0.0016,0.0047,0.0031,,,,,,,,,,,,,,,,,,
90,NC_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,6A,34,6,40.16,0.0004,0.0019,0.0015,,,,,,,,,,,,,,,,,,
90,NC_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,7A,20,3,123.46,0.0008,0.0032,0.0024,,,,,,,,,,,,,,,,,,
90,NC_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
90,NC_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
91,FL_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
91,FL_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
91,FL_FL,2A,27,2,35.13,1E-04,0.0017,0.0016,,,,,,,,,,,,,,,,,,
91,FL_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
91,FL_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
91,FL_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
91,FL_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
91,FL_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
91,FL_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
91,FL_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
91,FL_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
91,FL_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
91,FL_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
91,FL_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
91,FL_FL,8A,9.5,19,103.69,0.0013,0.0057,0.0044,,,,,,,,,,,,,,,,,,
91,FL_FL,8B,14,3,132.77,0.0014,0.0076,0.0062,,,,,,,,,,,,,,,,,,
91,FL_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
91,FL_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
91,FL_FL,10A,14,6,113.49,0.0002,0.0046,0.0044,,,,,,,,,,,,,,,,,,
91,FL_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,6A,22,4,110.32,0.0013,0.0046,0.0033,,,,,,,,,,,,,,,,,,
92,NC_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
92,NC_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
93,FL_FL,10A,12,2,113.02,0.001,0.0043,0.0033,,,,,,,,,,,,,,,,,,
93,FL_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
94,FL_NC,1A,33,4,39.94,0.0004,0.0023,0.0019,,,,,,,,,,,,,,,,,,
94,FL_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
94,FL_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
94,FL_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
94,FL_NC,3A,32,7,40.95,0.0004,0.0028,0.0024,,,,,,,,,,,,,,,,,,
94,FL_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
94,FL_NC,4A,20,5,122.49,0.0012,0.0044,0.0032,,,,,,,,,,,,,,,,,,
94,FL_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
94,FL_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
94,FL_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
94,FL_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
94,FL_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
94,FL_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
94,FL_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
94,FL_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
94,FL_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
94,FL_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
94,FL_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
94,FL_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
94,FL_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
95,FL_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
95,FL_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
95,FL_NC,2A,25,7,92.83,0.0007,0.0043,0.0036,,,,,,,,,,,,,,,,,,
95,FL_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
95,FL_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
95,FL_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
95,FL_NC,4A,31,8,57.63,0.0003,0.002,0.0017,,,,,,,,,,,,,,,,,,
95,FL_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
95,FL_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
95,FL_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
95,FL_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
95,FL_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
95,FL_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
95,FL_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
95,FL_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
95,FL_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
95,FL_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
95,FL_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
95,FL_NC,10A,13,8,151.69,0.0016,0.0059,0.0043,,,,,,,,,,,,,,,,,,
95,FL_NC,10B,19,5,130.92,0.0013,0.005,0.0037,,,,,,,,,,,,,,,,,,
96,NC_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
96,NC_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
96,NC_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
96,NC_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
96,NC_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
96,NC_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
96,NC_NC,4A,30,6,65.78,0.0009,0.0026,0.0017,,,,,,,,,,,,,,,,,,
96,NC_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
96,NC_NC,5A,26,5,88.65,0.0008,0.003,0.0022,,,,,,,,,,,,,,,,,,
96,NC_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
96,NC_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
96,NC_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
96,NC_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
96,NC_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
96,NC_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
96,NC_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
96,NC_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
96,NC_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
96,NC_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
96,NC_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
97,CON_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
97,CON_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
97,CON_FL,2A,34,19,19.29,0.0003,0.0024,0.0021,,,,,,,,,,,,,,,,,,
97,CON_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
97,CON_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
97,CON_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
97,CON_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
97,CON_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
97,CON_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
97,CON_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
97,CON_FL,6A,13,9,75.76,0.0017,0.0066,0.0049,,,,,,,,,,,,,,,,,,
97,CON_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
97,CON_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
97,CON_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
97,CON_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
97,CON_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
97,CON_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
97,CON_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
97,CON_FL,10A,19,6,104.08,0.0014,0.0058,0.0044,,,,,,,,,,,,,,,,,,
97,CON_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
98,NC_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
99,NC_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
99,NC_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
99,NC_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
99,NC_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
99,NC_NC,3A,22,3,52.54,0.0006,0.0027,0.0021,,,,,,,,,,,,,,,,,,
99,NC_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
99,NC_NC,4A,31,6,16.21,0.0004,0.0017,0.0013,,,,,,,,,,,,,,,,,,
99,NC_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
99,NC_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
99,NC_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
99,NC_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
99,NC_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
99,NC_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
99,NC_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
99,NC_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
99,NC_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
99,NC_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
99,NC_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
99,NC_NC,10A,22,4,50.26,0.003,0.0054,0.0024,,,,,,,,,,,,,,,,,,
99,NC_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
100,FL_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
100,FL_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
100,FL_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
100,FL_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
100,FL_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
100,FL_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
100,FL_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
100,FL_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
100,FL_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
100,FL_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
100,FL_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
100,FL_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
100,FL_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
100,FL_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
100,FL_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
100,FL_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
100,FL_FL,9A,19,4,70.29,0.0007,0.0037,0.003,,,,,,,,,,,,,,,,,,
100,FL_FL,9B,32,18,20.83,0.0005,0.0027,0.0022,,,,,,,,,,,,,,,,,,
100,FL_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
100,FL_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
101,NC_FL,1A,37,10,32.48,0.0002,0.0036,0.0034,,,,,,,,,,,,,,,,,,
101,NC_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
101,NC_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
101,NC_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
101,NC_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
101,NC_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
101,NC_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
101,NC_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
101,NC_FL,5A,27,8,87.13,0.0006,0.0029,0.0023,,,,,,,,,,,,,,,,,,
101,NC_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
101,NC_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
101,NC_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
101,NC_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
101,NC_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
101,NC_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
101,NC_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
101,NC_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
101,NC_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
101,NC_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
101,NC_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
102,FL_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
103,CON_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
103,CON_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
103,CON_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
103,CON_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
